ID,city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance
4365,1,26,1,1,0,3,acept,not furnished,R$200,"R$3,500",R$1,R$45
4366,1,200,4,5,3,3,acept,furnished,"R$1,650","R$3,700",R$600,R$47
4367,1,45,1,1,0,5,acept,not furnished,R$406,"R$2,700",R$59,R$35
4368,1,120,2,2,1,4,not acept,not furnished,"R$1,400","R$1,450",R$21,R$19
4369,1,90,3,2,1,2,acept,furnished,"R$1,016","R$1,631",R$0,R$14
4370,1,209,4,4,5,10,acept,furnished,"R$3,990","R$9,800",R$0,R$125
4371,1,380,4,6,1,-,not acept,furnished,R$0,"R$10,840",R$334,R$163
4372,1,105,2,2,1,2,acept,not furnished,"R$1,937","R$2,490",R$374,R$32
4373,1,142,2,3,2,18,acept,not furnished,"R$1,400","R$3,550",R$492,R$45
4374,0,93,3,2,2,2,acept,not furnished,R$657,"R$1,700",R$73,R$22
4375,1,60,2,1,1,5,acept,not furnished,R$675,"R$1,600",R$0,R$21
4376,1,240,3,3,5,1,acept,not furnished,"R$3,000","R$3,500",R$0,R$45
4377,0,44,1,1,1,2,acept,not furnished,R$390,"R$1,200",R$74,R$16
4378,1,215,4,4,2,16,not acept,furnished,"R$2,600","R$6,000",R$917,R$77
4379,1,61,2,2,2,14,acept,not furnished,R$590,"R$1,700",R$73,R$22
4380,1,73,2,2,1,7,acept,not furnished,"R$1,100","R$3,500",R$100,R$45
4381,1,186,3,4,3,2,acept,not furnished,"R$1,400","R$8,000",R$667,R$102
4382,1,267,3,6,6,-,acept,not furnished,R$0,"R$4,800",R$470,R$73
4383,1,65,1,1,0,1,not acept,furnished,R$550,"R$3,050",R$25,R$39
4384,1,50,2,1,1,5,acept,not furnished,R$399,"R$1,600",R$0,R$21
4385,1,600,4,5,8,-,acept,furnished,R$0,"R$9,300",R$750,R$140
4386,1,100,2,2,2,-,acept,not furnished,R$0,"R$2,000",R$0,R$31
4387,0,70,1,1,1,14,acept,not furnished,R$782,"R$1,000",R$76,R$13
4388,1,227,3,4,4,18,not acept,furnished,"R$2,100","R$12,000","R$1,292",R$153
4389,1,348,4,4,1,15,acept,furnished,"R$2,178","R$7,511",R$215,R$96
4390,1,400,4,2,8,-,acept,not furnished,Sem info,"R$7,200",R$117,R$109
4391,1,300,4,3,3,-,acept,not furnished,R$0,"R$4,000",R$283,R$61
4392,1,180,3,2,2,11,acept,not furnished,"R$2,750","R$7,000",R$730,R$89
4393,1,272,3,4,3,15,acept,not furnished,"R$2,800","R$5,900",R$385,R$75
4394,1,25,1,1,0,1,not acept,not furnished,R$0,"R$1,200",R$35,R$16
4395,1,52,1,1,1,1,not acept,not furnished,R$929,"R$1,378",R$0,R$5
4396,1,100,3,3,2,11,acept,furnished,"R$1,035","R$4,062",R$150,R$52
4397,1,40,1,1,1,4,not acept,furnished,R$620,"R$5,000",R$184,R$64
4398,1,49,1,2,1,13,acept,furnished,R$614,"R$2,780",R$6,R$36
4399,1,35,1,1,1,5,not acept,furnished,R$420,"R$1,250",R$0,R$16
4400,0,600,3,3,4,-,acept,not furnished,R$0,"R$5,500",R$384,R$83
4401,1,360,4,4,3,-,not acept,not furnished,R$0,"R$8,000",R$750,R$121
4402,1,125,2,2,1,-,acept,furnished,R$0,"R$3,600",R$392,R$55
4403,1,136,3,4,3,13,acept,not furnished,"R$1,505","R$6,100",R$433,R$78
4404,1,45,1,1,1,10,not acept,furnished,"R$1,400","R$8,100",R$0,R$103
4405,0,55,2,1,1,3,acept,not furnished,R$344,R$990,R$20,R$13
4406,1,135,3,3,1,4,not acept,not furnished,"R$1,800","R$5,420",R$614,R$69
4407,1,70,3,2,1,3,acept,not furnished,"R$1,200","R$2,985",R$25,R$38
4408,1,19,1,1,0,-,not acept,not furnished,R$0,"R$1,200",R$41,R$16
4409,1,70,1,1,1,3,acept,not furnished,"R$1,000","R$2,500",R$150,R$32
4410,1,127,2,2,3,-,acept,not furnished,R$0,"R$2,600",R$133,R$40
4411,1,150,4,3,3,-,acept,not furnished,Incluso,"R$7,500",R$109,R$113
4412,1,50,2,1,1,5,acept,furnished,R$505,"R$1,100",R$11,R$14
4413,1,33,1,1,1,20,not acept,furnished,R$479,"R$3,300",R$125,R$42
4414,1,37,1,1,1,2,acept,not furnished,R$484,"R$1,700",R$0,R$13
4415,1,97,3,2,1,6,acept,not furnished,"R$1,050","R$3,850",R$11,R$49
4416,1,70,1,1,1,8,not acept,furnished,R$800,"R$3,310",R$200,R$42
4417,1,74,3,2,2,9,acept,not furnished,R$790,"R$1,900",R$30,R$25
4418,1,395,4,5,3,-,acept,not furnished,R$0,"R$6,000",R$122,R$91
4419,1,120,1,2,0,-,acept,not furnished,R$0,R$761,R$129,R$10
4420,0,150,4,3,4,-,not acept,not furnished,R$750,"R$4,000",R$334,R$61
4421,1,300,4,4,4,1,acept,not furnished,"R$1,700","R$2,500",R$917,R$32
4422,1,111,2,2,1,11,acept,not furnished,"R$1,361","R$3,900",R$120,R$50
4423,1,500,4,6,4,-,acept,not furnished,R$0,"R$13,000","R$2,200",R$196
4424,1,105,2,1,0,-,acept,not furnished,R$0,"R$1,555",R$0,R$24
4425,1,52,1,1,1,2,acept,not furnished,R$900,"R$2,249",R$0,R$29
4426,1,32,1,1,1,2,not acept,furnished,"R$1,500","R$3,250",R$300,R$42
4427,1,200,3,2,1,4,acept,not furnished,"R$2,370","R$3,600",R$250,R$46
4428,0,359,4,5,8,-,acept,not furnished,Sem info,"R$6,000",R$443,R$91
4429,1,120,3,2,2,14,acept,not furnished,"R$1,110","R$5,500",R$322,R$70
4430,1,100,2,3,0,1,not acept,furnished,"R$1,062","R$8,000",R$150,R$102
4431,1,142,3,2,2,6,acept,furnished,"R$2,100","R$5,440",R$584,R$69
4432,0,89,3,2,2,5,acept,not furnished,R$900,"R$1,897",R$176,R$25
4433,1,117,3,4,4,14,acept,not furnished,"R$1,500","R$2,700",R$50,R$35
4434,0,51,2,1,0,2,acept,not furnished,R$271,R$980,R$21,R$13
4435,0,72,2,2,1,9,acept,not furnished,R$592,"R$2,200",R$100,R$28
4436,1,172,4,5,3,9,acept,not furnished,"R$2,655","R$5,500",R$943,R$70
4437,1,30,1,1,0,1,acept,not furnished,R$460,"R$1,750",R$0,R$23
4438,1,488,4,3,3,-,acept,not furnished,"R$14,130","R$6,400","R$1,214",R$82
4439,1,23,1,1,0,23,acept,not furnished,R$399,"R$2,100",R$42,R$27
4440,1,200,3,4,3,8,acept,not furnished,"R$1,700","R$6,800",R$667,R$87
4441,1,160,3,3,1,1,acept,not furnished,"R$2,800","R$4,500",R$450,R$58
4442,1,127,3,3,2,17,not acept,furnished,"R$1,775","R$7,000",R$421,R$89
4443,0,110,3,1,2,-,acept,not furnished,R$0,"R$1,900",R$64,R$29
4444,1,40,1,1,0,-,not acept,not furnished,R$0,"R$1,040",R$0,R$16
4445,1,39,1,1,1,4,acept,not furnished,R$529,"R$1,080",R$49,R$14
4446,1,280,3,3,4,-,acept,not furnished,R$0,"R$6,520",R$834,R$99
4447,1,136,3,3,2,5,acept,not furnished,"R$1,439","R$2,200",R$339,R$28
4448,1,440,6,7,0,-,acept,not furnished,R$0,"R$5,950","R$2,320",R$90
4449,1,154,4,2,2,1,acept,furnished,R$0,"R$4,500",R$321,R$68
4450,0,70,1,1,1,9,acept,not furnished,R$520,"R$1,000",R$59,R$13
4451,0,57,2,1,0,2,acept,not furnished,R$378,R$800,R$31,R$11
4452,1,195,3,4,3,-,acept,not furnished,R$0,"R$8,500",R$59,R$128
4453,1,190,3,2,1,-,acept,not furnished,R$0,"R$3,700",R$0,R$56
4454,1,250,3,4,3,-,not acept,not furnished,R$0,"R$3,740",R$234,R$57
4455,1,98,3,3,2,6,acept,not furnished,"R$1,100","R$2,100",R$334,R$27
4456,1,60,2,3,2,5,not acept,not furnished,R$730,"R$1,200",R$182,R$16
4457,1,171,3,3,1,13,acept,not furnished,"R$2,395","R$5,100",R$259,R$65
4458,1,38,1,1,0,2,not acept,not furnished,R$400,"R$1,450",R$0,R$19
4459,1,159,3,2,1,7,not acept,not furnished,"R$1,963","R$3,500",R$674,R$45
4460,1,93,2,2,1,2,acept,not furnished,R$400,"R$2,500",R$84,R$32
4461,1,130,3,3,3,-,acept,not furnished,R$0,"R$4,000",R$146,R$61
4462,1,50,2,1,0,-,not acept,not furnished,R$0,R$900,R$50,R$14
4463,1,71,3,2,1,2,acept,not furnished,R$530,"R$2,500",R$130,R$32
4464,0,62,3,2,1,12,acept,not furnished,R$330,"R$2,975",R$59,R$38
4465,1,226,3,4,3,6,acept,not furnished,"R$2,200","R$6,900","R$1,209",R$88
4466,1,21,1,1,0,2,acept,not furnished,R$0,"R$3,200",R$42,R$41
4467,1,60,2,1,1,11,acept,not furnished,R$550,"R$1,343",R$0,R$18
4468,1,196,3,3,4,-,acept,not furnished,R$0,"R$3,300",R$280,R$50
4469,1,24,1,1,0,2,acept,not furnished,R$500,"R$2,150",R$84,R$28
4470,1,500,3,5,2,11,acept,not furnished,"R$5,000","R$15,000","R$1,000",R$191
4471,1,400,3,4,4,-,acept,furnished,R$0,"R$15,000",R$0,R$226
4472,1,250,4,3,2,-,not acept,not furnished,R$0,"R$10,000",R$0,R$151
4473,1,145,3,4,3,10,not acept,not furnished,"R$1,300","R$3,050",R$459,R$39
4474,1,45,1,1,1,10,not acept,furnished,"R$1,600","R$1,800",R$177,R$23
4475,1,33,1,1,1,13,not acept,furnished,"R$1,791","R$1,300",R$155,R$17
4476,1,143,3,4,3,5,acept,furnished,"R$2,235","R$10,000",R$739,R$127
4477,1,90,2,1,0,9,acept,not furnished,R$775,"R$2,500",R$63,R$32
4478,0,70,2,1,1,2,not acept,not furnished,R$600,"R$1,800",R$1,R$23
4479,1,41,1,1,1,19,not acept,furnished,R$773,"R$3,300",R$150,R$42
4480,1,40,1,1,0,-,acept,not furnished,Incluso,"R$1,100",R$50,R$17
4481,1,650,3,7,2,-,acept,not furnished,R$0,"R$9,900",R$600,R$149
4482,0,85,3,2,1,7,acept,not furnished,R$915,"R$1,500",R$63,R$20
4483,1,65,2,1,1,3,acept,not furnished,R$700,"R$2,306",R$0,R$8
4484,1,65,2,2,2,21,acept,not furnished,R$650,"R$3,200",R$234,R$41
4485,1,85,3,1,2,6,acept,not furnished,R$955,"R$1,900",R$270,R$25
4486,1,67,2,1,0,3,acept,not furnished,R$385,"R$1,300",R$56,R$17
4487,1,226,4,5,6,14,acept,not furnished,"R$2,860","R$12,000",R$917,R$153
4488,1,38,1,1,0,12,not acept,not furnished,R$437,"R$2,200",R$17,R$28
4489,1,100,2,4,2,10,acept,not furnished,"R$1,800","R$5,990",R$417,R$76
4490,1,189,4,4,4,12,acept,not furnished,"R$2,326","R$12,000",R$817,R$153
4491,1,100,2,1,0,-,acept,not furnished,R$538,"R$3,860",R$0,R$49
4492,1,170,3,2,1,-,acept,not furnished,R$0,"R$2,050",R$148,R$31
4493,0,75,2,2,1,3,acept,not furnished,R$706,"R$2,400",R$75,R$31
4494,1,320,3,4,3,-,acept,not furnished,R$0,"R$12,000","R$2,250",R$181
4495,1,30,1,1,1,13,acept,furnished,R$700,"R$3,300",R$9,R$42
4496,0,47,1,1,1,2,acept,furnished,R$790,"R$2,960",R$154,R$38
4497,1,90,2,2,0,2,not acept,not furnished,R$180,"R$1,800",R$375,R$23
4498,1,82,2,2,0,15,not acept,not furnished,R$680,"R$2,800",R$135,R$36
4499,1,70,2,2,0,6,not acept,furnished,R$592,"R$2,500",R$86,R$32
4500,1,67,2,2,1,1,acept,not furnished,"R$1,250","R$2,840",R$255,R$36
4501,1,243,3,2,1,5,acept,not furnished,"R$1,840","R$8,600",R$450,R$109
4502,1,370,4,6,0,8,acept,not furnished,"R$3,417","R$7,900","R$2,386",R$101
4503,1,70,2,2,1,1,not acept,not furnished,R$670,"R$1,500",R$0,R$20
4504,1,225,2,2,3,-,acept,not furnished,R$0,"R$4,800",R$450,R$73
4505,1,160,4,4,5,-,acept,not furnished,R$0,"R$4,500",R$0,R$68
4506,1,145,2,2,1,-,acept,not furnished,R$0,"R$2,975",R$190,R$45
4507,1,332,5,4,3,17,acept,not furnished,"R$3,200","R$15,000","R$1,167",R$191
4508,0,109,4,3,2,6,not acept,not furnished,R$890,"R$2,300",R$261,R$30
4509,0,58,1,1,1,6,acept,not furnished,R$676,"R$3,300",R$108,R$42
4510,0,47,1,1,0,1,acept,furnished,R$380,R$550,R$14,R$7
4511,1,60,2,2,1,2,acept,furnished,R$522,"R$1,446",R$20,R$8
4512,1,384,5,5,3,13,acept,not furnished,"R$4,000","R$8,000","R$1,240",R$102
4513,1,260,2,5,5,-,acept,not furnished,R$0,"R$8,000","R$1,417",R$121
4514,1,42,1,1,1,8,acept,not furnished,R$680,"R$1,725",R$0,R$22
4515,0,128,3,3,2,3,acept,not furnished,R$700,"R$3,700",R$117,R$47
4516,1,276,4,5,4,-,acept,not furnished,R$0,"R$4,900",R$183,R$74
4517,1,350,4,2,8,-,acept,not furnished,R$0,"R$7,000",R$450,R$106
4518,1,75,2,2,1,1,acept,not furnished,R$600,"R$1,500",R$28,R$20
4519,0,140,3,2,1,5,acept,not furnished,R$980,"R$2,000",R$221,R$26
4520,1,47,1,1,1,3,acept,furnished,R$907,"R$9,200",R$313,R$117
4521,1,70,3,1,1,14,acept,furnished,R$846,"R$3,612",R$105,R$46
4522,1,127,3,2,2,-,acept,furnished,R$220,"R$2,150",R$67,R$33
4523,1,360,3,5,4,22,acept,not furnished,"R$2,328","R$2,090","R$1,467",R$27
4524,1,42,1,1,1,9,acept,not furnished,R$500,"R$2,325",R$128,R$30
4525,0,80,3,2,1,2,acept,not furnished,R$570,"R$1,450",R$125,R$19
4526,1,129,3,2,1,1,acept,not furnished,"R$1,100","R$2,300",R$78,R$30
4527,1,150,3,2,2,-,acept,not furnished,R$0,"R$2,220",R$150,R$34
4528,1,55,2,1,1,3,acept,not furnished,R$400,"R$1,087",R$0,R$14
4529,1,80,3,2,1,11,acept,not furnished,R$908,"R$5,000",R$22,R$64
4530,0,140,1,2,2,15,acept,not furnished,"R$1,462","R$5,200",R$284,R$66
4531,1,150,4,2,2,13,not acept,not furnished,"R$1,700","R$4,400",R$37,R$56
4532,1,252,3,4,1,-,acept,not furnished,R$0,"R$12,000","R$1,233",R$181
4533,1,62,3,2,1,5,acept,not furnished,R$487,"R$2,450",R$54,R$32
4534,1,80,2,2,2,-,acept,not furnished,R$50,"R$1,700",R$177,R$26
4535,0,80,2,3,2,7,acept,not furnished,R$499,"R$2,400",R$143,R$31
4536,1,50,2,1,1,8,not acept,not furnished,R$550,"R$1,900",R$34,R$25
4537,1,65,2,1,1,2,acept,not furnished,R$330,"R$1,410",R$74,R$18
4538,1,57,2,2,1,3,acept,not furnished,R$476,"R$2,300",R$0,R$30
4539,1,230,4,4,2,1,acept,not furnished,"R$3,600","R$5,000","R$1,551",R$64
4540,0,62,2,1,0,1,acept,not furnished,R$280,R$709,R$22,R$9
4541,1,165,3,3,2,3,acept,furnished,"R$1,663","R$6,000",R$502,R$77
4542,1,155,3,2,1,6,not acept,not furnished,"R$1,680","R$4,000",R$359,R$51
4543,0,181,3,4,3,12,not acept,furnished,"R$1,654","R$7,500",R$560,R$96
4544,0,50,1,1,1,4,acept,not furnished,R$400,R$700,R$26,R$9
4545,1,75,2,1,2,10,acept,not furnished,R$720,"R$1,500",R$0,R$20
4546,1,80,3,1,0,-,not acept,not furnished,R$0,"R$2,837",R$342,R$36
4547,1,358,4,5,3,12,acept,not furnished,"R$4,900","R$6,500","R$2,173",R$83
4548,1,74,2,3,1,2,acept,not furnished,"R$1,180","R$4,000",R$105,R$51
4549,1,108,3,2,1,10,acept,not furnished,"R$1,000","R$3,655",R$240,R$47
4550,1,120,2,3,2,-,acept,not furnished,R$0,"R$5,400",R$0,R$82
4551,1,190,3,3,2,5,acept,not furnished,"R$1,800","R$3,260",R$292,R$42
4552,1,178,3,2,3,8,acept,not furnished,"R$1,000","R$4,250",R$167,R$54
4553,1,80,2,2,0,9,not acept,not furnished,R$600,"R$2,550",R$46,R$33
4554,0,150,3,2,4,-,acept,furnished,R$0,"R$3,500",R$186,R$53
4555,1,350,7,4,2,-,acept,not furnished,R$0,"R$4,600",R$292,R$70
4556,1,181,3,5,4,22,acept,furnished,"R$1,215","R$9,300",R$761,R$118
4557,1,56,1,1,1,7,not acept,furnished,R$926,"R$1,800",R$150,R$23
4558,0,120,2,1,4,-,acept,not furnished,R$0,"R$2,400",R$59,R$37
4559,1,90,2,2,1,-,acept,not furnished,R$0,"R$2,200",R$0,R$34
4560,1,61,1,2,1,4,acept,furnished,R$680,"R$2,350",R$25,R$30
4561,1,160,4,3,2,20,acept,furnished,"R$1,260","R$5,600",R$334,R$71
4562,1,100,3,1,0,1,acept,not furnished,R$0,"R$2,200",R$139,R$28
4563,1,179,3,2,1,3,acept,not furnished,"R$1,457","R$5,600",R$359,R$71
4564,1,115,3,3,2,1,acept,not furnished,"R$1,200","R$2,100",R$84,R$27
4565,1,342,5,6,5,-,not acept,not furnished,R$0,"R$6,000",R$422,R$91
4566,1,282,4,4,3,19,acept,furnished,"R$3,100","R$10,000","R$1,334",R$127
4567,1,30,1,1,0,1,acept,furnished,R$143,"R$1,318",R$0,R$17
4568,1,35,1,1,1,12,not acept,furnished,"R$1,170","R$2,200",R$242,R$28
4569,1,58,2,1,1,14,acept,not furnished,R$500,"R$1,500",R$0,R$20
4570,1,81,3,2,1,12,acept,not furnished,R$580,"R$1,700",R$90,R$22
4571,1,224,3,4,3,12,acept,furnished,"R$3,700","R$12,000",R$417,R$153
4572,1,60,1,1,1,2,acept,furnished,"R$1,072","R$4,600",R$115,R$59
4573,1,88,3,3,2,5,acept,not furnished,R$700,"R$2,900",R$190,R$37
4574,1,80,2,2,1,9,acept,furnished,R$767,"R$3,200",R$213,R$41
4575,1,250,3,3,3,-,acept,not furnished,R$0,"R$4,600",R$0,R$70
4576,1,72,2,1,1,9,acept,not furnished,R$990,"R$2,750",R$378,R$35
4577,1,650,4,6,6,-,acept,not furnished,R$0,"R$8,500","R$1,600",R$128
4578,1,73,1,1,0,8,acept,furnished,R$864,"R$3,000",R$57,R$39
4579,1,126,2,3,2,6,acept,furnished,"R$1,900","R$4,600",R$800,R$59
4580,1,50,2,1,0,-,acept,not furnished,R$0,"R$1,200",R$83,R$19
4581,1,48,2,1,1,7,acept,not furnished,R$391,"R$1,865",R$17,R$24
4582,0,85,3,2,2,9,acept,not furnished,"R$1,225","R$2,600",R$182,R$33
4583,1,52,1,1,1,11,not acept,not furnished,R$510,"R$2,500",R$92,R$32
4584,1,250,4,4,3,5,not acept,furnished,"R$4,341","R$8,000",R$888,R$102
4585,1,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12
4586,1,42,1,1,1,11,not acept,furnished,R$560,"R$3,300",R$172,R$42
4587,1,165,4,5,2,4,acept,furnished,"R$2,500","R$9,500",R$315,R$121
4588,1,138,2,3,2,3,not acept,furnished,"R$2,200","R$10,500",R$417,R$134
4589,1,38,1,1,0,-,not acept,not furnished,R$700,"R$1,650",R$0,R$25
4590,0,200,4,5,2,-,not acept,not furnished,"R$1,000","R$8,000",R$84,R$121
4591,1,35,1,1,1,1,acept,not furnished,R$0,"R$1,020",R$30,R$13
4592,1,75,2,1,1,4,acept,furnished,"R$2,065","R$6,000",R$600,R$77
4593,1,100,3,4,4,-,acept,not furnished,Sem info,"R$3,600",R$160,R$55
4594,1,287,3,3,4,-,acept,not furnished,R$900,"R$4,477",R$900,R$68
4595,1,360,4,4,2,4,acept,not furnished,"R$3,340","R$11,050",R$0,R$141
4596,1,62,2,2,3,7,acept,not furnished,"R$2,890","R$7,000",R$384,R$89
4597,1,80,2,2,1,-,not acept,not furnished,R$0,"R$1,500",R$75,R$23
4598,1,43,2,1,0,8,acept,not furnished,R$257,"R$1,308",R$0,R$17
4599,1,157,3,2,0,7,acept,not furnished,"R$1,325","R$4,500",R$302,R$58
4600,1,70,3,1,1,1,acept,not furnished,R$700,"R$1,020",R$200,R$13
4601,0,56,1,1,1,6,acept,furnished,R$722,"R$1,350",R$50,R$18
4602,1,84,2,3,2,25,acept,furnished,R$634,"R$6,900",R$165,R$88
4603,1,125,4,3,2,6,acept,not furnished,"R$1,200","R$3,500",R$396,R$45
4604,1,62,1,1,0,4,acept,not furnished,R$579,"R$1,400",R$0,R$18
4605,1,81,2,2,2,19,acept,furnished,R$910,"R$3,800",R$230,R$49
4606,1,90,2,2,0,1,not acept,not furnished,R$657,"R$1,800",R$0,R$23
4607,1,76,3,2,1,3,acept,not furnished,R$820,"R$1,559",R$63,R$20
4608,0,62,2,1,0,1,acept,not furnished,R$280,R$709,R$22,R$9
4609,1,240,3,2,0,7,acept,furnished,"R$1,717","R$6,500",R$444,R$83
4610,1,39,1,1,1,15,acept,furnished,R$356,"R$2,200",R$60,R$28
4611,1,51,2,1,1,23,acept,not furnished,R$540,"R$2,467",R$117,R$32
4612,1,170,3,6,3,9,not acept,not furnished,"R$2,000","R$5,500",R$834,R$70
4613,1,250,3,2,2,-,acept,furnished,R$0,"R$6,000",R$0,R$91
4614,1,35,1,1,1,3,not acept,furnished,R$444,"R$3,486",R$124,R$45
4615,1,200,3,3,2,-,not acept,not furnished,R$0,"R$2,800",R$186,R$43
4616,0,147,4,3,3,8,acept,not furnished,"R$1,600","R$4,800",R$284,R$61
4617,1,40,1,1,0,2,acept,furnished,R$383,"R$1,832",R$0,R$6
4618,1,67,1,1,1,14,acept,furnished,R$920,"R$2,600",R$72,R$33
4619,0,445,4,4,0,-,acept,not furnished,R$0,"R$5,500",R$287,R$83
4620,1,265,4,4,2,1,acept,not furnished,"R$1,750","R$7,500",R$434,R$96
4621,1,130,2,2,2,-,acept,furnished,R$0,"R$4,400",R$92,R$67
4622,1,39,1,1,1,5,acept,not furnished,"R$1,144","R$2,500",R$312,R$32
4623,1,110,3,2,1,3,not acept,not furnished,"R$1,100","R$3,149",R$92,R$40
4624,1,75,2,2,2,6,acept,not furnished,R$700,"R$1,198",R$227,R$16
4625,1,220,3,2,2,10,acept,not furnished,"R$2,330","R$8,700",R$750,R$111
4626,0,46,2,1,1,5,acept,not furnished,R$380,R$850,R$18,R$11
4627,0,210,3,3,3,7,acept,not furnished,"R$1,900","R$2,300",R$459,R$30
4628,1,47,2,1,1,4,not acept,not furnished,R$580,"R$1,100",R$0,R$14
4629,1,120,3,2,1,7,acept,furnished,"R$1,400","R$3,280",R$125,R$42
4630,1,60,2,1,1,1,acept,not furnished,R$0,"R$1,100",R$0,R$14
4631,1,42,1,1,1,12,not acept,furnished,R$712,"R$3,300",R$22,R$42
4632,1,75,3,2,1,10,acept,not furnished,"R$1,000","R$3,900",R$0,R$50
4633,1,160,3,2,1,6,acept,not furnished,"R$1,500","R$4,300",R$500,R$55
4634,1,400,4,7,4,-,acept,furnished,R$0,"R$12,000",R$667,R$181
4635,1,37,1,1,0,1,not acept,not furnished,R$358,R$850,R$0,R$11
4636,1,59,2,2,2,7,acept,furnished,"R$1,342","R$3,300",R$231,R$42
4637,0,113,3,3,2,4,acept,not furnished,"R$1,000","R$3,804",R$0,R$49
4638,1,120,2,2,1,12,acept,not furnished,"R$1,077","R$6,500",R$40,R$83
4639,1,92,3,2,0,5,acept,not furnished,R$954,"R$3,300",R$160,R$42
4640,1,93,3,2,2,16,acept,not furnished,R$979,"R$2,600",R$237,R$33
4641,1,42,2,1,1,9,acept,not furnished,R$340,"R$1,350",R$0,R$18
4642,1,236,4,5,4,1,not acept,furnished,"R$3,950","R$15,000",R$142,R$191
4643,1,160,3,2,0,-,acept,not furnished,R$0,"R$3,800",R$227,R$58
4644,1,450,4,5,8,-,acept,not furnished,R$0,"R$10,120",R$618,R$153
4645,1,750,4,4,6,-,acept,not furnished,R$0,"R$15,000","R$2,084",R$226
4646,0,68,3,2,2,9,acept,furnished,R$550,"R$2,700",R$76,R$35
4647,1,53,2,1,1,11,acept,furnished,R$270,"R$5,500",R$119,R$70
4648,1,160,2,3,0,-,acept,not furnished,Incluso,"R$4,300",R$124,R$65
4649,1,49,2,1,1,6,acept,furnished,R$400,"R$1,800",R$0,R$23
4650,0,115,3,2,2,4,acept,not furnished,R$570,"R$1,948",R$109,R$25
4651,1,59,2,1,1,6,acept,not furnished,R$600,"R$1,600",R$0,R$21
4652,1,60,2,2,2,7,acept,not furnished,R$894,"R$1,100",R$210,R$14
4653,1,58,1,2,1,19,acept,not furnished,R$652,"R$4,715",Incluso,R$34
4654,1,35,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$30,R$14
4655,1,160,2,3,2,12,acept,furnished,"R$1,500","R$4,210",R$225,R$54
4656,0,60,3,2,1,5,acept,not furnished,R$366,"R$1,200",R$0,R$16
4657,1,233,4,2,3,4,acept,furnished,"R$2,200","R$7,287",R$417,R$93
4658,0,58,1,1,1,3,acept,not furnished,R$530,"R$1,200",R$0,R$16
4659,1,100,3,2,1,-,acept,not furnished,R$555,"R$1,469",R$10,R$19
4660,1,238,4,3,4,24,acept,not furnished,"R$2,980","R$10,200","R$1,816",R$130
4661,1,18,1,1,1,10,not acept,furnished,R$470,"R$1,800",R$0,R$23
4662,1,96,2,1,0,9,acept,furnished,R$940,"R$4,387",R$3,R$56
4663,1,49,2,1,1,14,acept,not furnished,R$420,"R$1,800",R$0,R$23
4664,1,50,1,1,0,1,acept,furnished,R$0,"R$1,550",R$0,R$24
4665,1,45,1,1,0,-,not acept,not furnished,R$0,"R$1,060",R$0,R$16
4666,0,160,3,2,2,12,acept,not furnished,"R$1,026","R$1,650",R$243,R$21
4667,1,80,2,2,2,14,acept,not furnished,"R$1,200","R$4,200",R$300,R$54
4668,1,133,4,3,4,18,acept,furnished,"R$2,225","R$2,900",R$400,R$37
4669,1,30,1,1,0,4,acept,not furnished,R$415,"R$1,750",R$30,R$23
4670,1,137,2,3,2,1,acept,not furnished,"R$2,800","R$14,000",R$542,R$178
4671,1,194,3,4,3,-,acept,not furnished,R$0,"R$4,000",R$70,R$61
4672,1,50,2,1,1,2,acept,not furnished,R$400,"R$1,600",R$0,R$21
4673,1,84,1,2,1,14,acept,not furnished,"R$1,200","R$3,353",R$0,R$25
4674,0,45,1,1,0,7,not acept,not furnished,R$506,R$500,R$24,R$7
4675,1,301,4,5,4,3,acept,furnished,"R$4,265","R$12,500","R$1,600",R$159
4676,1,250,3,4,2,5,acept,furnished,"R$2,600","R$8,000",R$500,R$102
4677,1,136,3,2,3,12,acept,furnished,"R$1,400","R$2,500",R$325,R$32
4678,1,73,2,2,1,10,acept,not furnished,R$884,"R$4,800",R$139,R$61
4679,1,60,1,2,0,-,not acept,not furnished,Incluso,"R$1,600",R$23,R$25
4680,1,110,2,3,2,12,not acept,furnished,"R$2,000","R$11,500",R$502,R$146
4681,1,50,2,1,2,5,not acept,furnished,R$600,"R$2,313",R$250,R$30
4682,1,100,2,1,1,1,acept,not furnished,R$834,"R$2,466",Incluso,R$24
4683,1,70,2,2,2,7,not acept,furnished,"R$1,726","R$3,950",R$341,R$51
4684,1,82,2,2,1,2,acept,furnished,R$750,"R$3,100",R$51,R$40
4685,1,76,3,3,2,1,acept,not furnished,R$900,"R$2,662",R$284,R$34
4686,1,150,3,1,1,9,acept,not furnished,"R$1,172","R$4,800",R$294,R$61
4687,1,303,3,4,4,1,acept,furnished,"R$4,540","R$18,000",R$0,R$229
4688,1,55,2,1,0,10,acept,not furnished,R$490,"R$1,380",R$80,R$18
4689,1,70,2,1,0,5,acept,not furnished,R$285,"R$2,197",R$0,R$28
4690,0,45,1,2,1,2,acept,furnished,R$790,"R$1,452",R$84,R$19
